collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0155,유헌집,정황,丁熿,계회(季晦),유헌(遊軒),조선,1512,1560,high,조광조 문인; 시호 충간; 창원 정씨
0156,수암유고,박지화,朴枝華,군실(君實),수암(守庵),조선,1514,1592,high,정선 박씨; 유불선에 두루 능통
0157,미암집,유희춘,柳希春,인중(仁仲),미암(眉巖),조선,1513,1577,high,미암일기 저자; 해남 출신; 선산 유씨
0158,국간집,윤현,尹鉉,자용(子用),국간(菊磵),조선,1514,1578,high,1537년 문과 장원; 형조·호조판서 등 역임
0159,소재집,노수신,盧守愼,과회(寡悔),소재(蘇齋)/이재(伊齋)/암실(暗室)/여봉노인(茹峰老人),조선,1515,1590,high,영의정 역임; 을사사화·양재역벽서사건으로 유배; 양명학에도 개방적 태도
0161,치재유고,홍인우,洪仁祐,응길(應吉),치재(恥齋),조선,1515,1554,high,서경덕·이황의 문인; 남양 홍씨; 관동일록 저자
0162,이암유고,송인,宋寅,명중(明仲),이암(頤庵),조선,1517,1584,high,중종의 부마(여성위); 서예와 예학에 능함
0163,청천당시집,심수경,沈守慶,희안(希安),청천당(聽天堂),조선,1516,1599,high,우의정·영중추부사 역임; 임진왜란 때 노년에 의병 규합
0164,소고집,박승임,朴承任,중보(重甫),소고(嘯皐),조선,1517,1586,high,이황의 문인; 반남 박씨; 풍기군수·도승지 등 역임
0165,봉래시집,양사언,楊士彦,응빙(應聘),봉래(蓬萊)/완구(完邱)/창해(滄海)/해객(海客),조선,1517,1584,high,서예가로 유명; 청주 양씨; 아들 양만고가 유고 편집
0166,토정유고,이지함,李之菡,형백(馨伯)/형중(馨仲),토정(土亭)/수산(水山),조선,1517,1578,high,토정비결로 유명; 한산 이씨; 시호 문강
0167,첨모당집,임운,林芸,언성(彦成),첨모당(瞻慕堂)/노동(蘆洞),조선,1517,1572,high,갈천 임훈의 아우; 은진 임씨
0168,초당집,허엽,許曄,대휘(大輝),초당(草堂),조선,1517,1580,high,허균·허난설헌의 부친; 화담 서경덕의 문인
0169,금계집,황준량,黃俊良,중거(仲擧),금계(錦溪),조선,1517,1563,high,이황의 문인; 평해 황씨; 목민관으로 명성
0170,옥계집,노진,盧禛,자응(子膺),옥계(玉溪)/칙암(則庵),조선,1518,1578,high,풍천 노씨; 대사헌·예조판서 역임
0171,동원집,김귀영,金貴榮,현경(顯卿),동원(東園),조선,1520,1593,high,상주 김씨; 영의정 역임
0172,송천유집,양응정,梁應鼎,공섭(公燮),송천(松川),조선,1519,1581,high,제주 양씨; 문장으로 이름남
0173,주천유고,강유선,康惟善,원숙(元叔),주천(舟川),조선,1520,1549,high,신천 강씨; 조광조 신원 상소 주도; 이홍남 형제의 옥사에 연루되어 장살됨; 문집명은 주천집(舟川集)으로도 표기됨
0174,습재집,권벽,權擘,대수(大手),습재(習齋),조선,1520,1593,high,안동 권씨; 사관으로 활동하며 대명 외교문서 담당
0175,덕계집,오건,吳健,자강(子强),덕계(德溪),조선,1521,1574,high,함양 오씨; 이황·조식 양문 수학
0176,개암집,김우굉,金宇宏,경부(敬夫),개암(開巖),조선,1524,1590,high,의성 김씨; 성주 출신
0177,고청유고,서기,徐起,대가(待可),고청초로(孤靑樵老)/구당(龜堂)/이와(頤窩),조선,1523,1591,high,서얼 출신 학자; 이지함·이중호 등과 교유; 원래 성은 이천(利川)
0178,사암집,박순,朴淳,화숙(和叔),사암(思庵),조선,1523,1589,high,충주 박씨; 영의정 역임; 당시풍(唐詩風) 시인; 시호 문충
0179,월천집,조목,趙穆,사경(士敬),월천(月川),조선,1524,1606,high,이황의 수제자; 횡성 조씨
0180,물암집,김륭,金隆,도성(道盛),물암(勿巖),조선,1549,1594,high,함창 김씨; 이황의 문인; 생몰년이 인접 문집 저자들(1520년대생)보다 늦어 문집총간 배열상 다소 이례적이나 저자 특정 자체에는 이견이 없음
0181,백담집,구봉령,具鳳齡,경서(景瑞),백담(柏潭),조선,1526,1586,high,능성 구씨; 이황의 문인; 시호 문단
0182,옥동집,문익성,文益成,분중(賁仲)/숙재(叔栽),옥동(玉洞),조선,1526,1584,high,남평 문씨; 지평·교리 등 역임
0183,죽천집,이덕형,李德泂,원백(遠伯),죽천(竹泉),조선,1566,1645,medium,광해군~인조대 문신; 호 죽천(竹泉)이 일치하나 동일 호를 쓴 후대 인물 김진규(金鎭圭; 1658~1716)의 죽천집과 혼동 주의; 저서로는 죽창한화·송도기이가 확인되며 죽천집이 정확히 이 인물의 문집임은 간접 확인
0184,약포집,정탁,鄭琢,자정(子精),약포(藥圃)/백곡(佰谷),조선,1526,1605,high,이황·조식 문인; 임진왜란 때 이순신 구명 상소로 유명; 호 백곡(佰谷)은 0211 백곡집 저자 정곤수와 동음이나 다른 인물
0185,고봉집,기대승,奇大升,명언(明彦),고봉(高峯)/존재(存齋),조선,1527,1572,high,이황과의 사단칠정 논쟁으로 유명
0186,우득록,정개청,鄭介淸,의백(義伯),곤재(困齋),조선,1529,1590,high,정식 서명은 곤재우득록(困齋愚得錄); 기축옥사에 연루되어 유배 중 사망
0187,팔곡집,구사맹,具思孟,경시(景時),팔곡(八谷),조선,1531,1604,high,인조의 외조부
0188,설월당집,김부륜,金富倫,돈서(惇敍),설월당(雪月堂),조선,1531,1598,high,이황 문인
0189,송암집,권호문,權好文,장중(章仲),송암(松巖),조선,1532,1587,high,이황 문인; 평생 은거하며 학문에 전념
0190,성암유고,김효원,金孝元,인백(仁伯),성암(省庵),조선,1542,1590,high,붕당 형성 초기 동인의 영수격 인물; 을해당론(동서분당)의 당사자
0191,백록유고,신응시,辛應時,군망(君望),백록(白麓),조선,1532,1585,high,율곡 이이와 가까웠던 서인계 문신
0192,지천집,황정욱,黃廷彧,경문(景文),지천(芝川),조선,1532,1607,high,임진왜란 때 왕자 호종; 종계변무 공으로 유명
0193,오음유고,윤두수,尹斗壽,자앙(子仰),오음(梧陰),조선,1533,1601,high,서인 영수; 임진왜란기 좌의정 역임
0194,제봉집,고경명,高敬命,이순(而順),제봉(霽峰)/태헌(苔軒)/태사(苔槎),조선,1533,1592,high,임진왜란 의병장; 금산전투에서 순절
0195,문봉집,정유일,鄭惟一,자중(子中),문봉(文峯),조선,1533,1576,high,이황 문인
0196,초간집,권문해,權文海,호원(灝元),초간(草澗),조선,1534,1591,high,백과사전 대동운부군옥의 저자
0197,구봉집,송익필,宋翼弼,운장(雲長),구봉(龜峯)/현승(玄繩),조선,1534,1599,high,서얼 출신 성리학자; 김장생의 스승
0198,우계집,성혼,成渾,호원(浩原),우계(牛溪)/묵암(默庵),조선,1535,1598,high,이이와 사단칠정 서신 논변; 서인 학맥의 종주
0199,내암집,정인홍,鄭仁弘,덕원(德遠),내암(來庵),조선,1536,1623,high,조식 수제자; 북인(대북)의 영수; 인조반정 후 처형되어 문집이 훼손·재간행됨
0200,청강집,이제신,李濟臣,몽응(夢應),청강(淸江),조선,1536,1583,high,함경북도병마절도사 역임; 야사 청강쇄어 저술
0201,율곡전서,이이,李珥,숙헌(叔獻),율곡(栗谷)/석담(石潭),조선,1536,1584,high,조선 성리학 기호학파의 종주
0202,약포유고,이해수,李海壽,대중(大中),약포(藥圃)/경재(敬齋),조선,1536,1599,high,호 약포(藥圃)가 0184 정탁과 동일하나 별개 인물; 서명이 약포유고로 정탁의 약포집과 구분됨
0203,송강집,정철,鄭澈,계함(季涵),송강(松江),조선,1536,1593,high,가사문학의 대가; 관동별곡·사미인곡 저자
0204,졸옹집,홍성민,洪聖民,시가(時可),졸옹(拙翁),조선,1536,1594,high,서경덕·이황 문인
0205,건재집,김천일,金千鎰,사중(士重),건재(健齋),조선,1537,1593,high,임진왜란 의병장; 진주성 전투에서 순절
0206,옥봉집,백광훈,白光勳,창경(彰卿),옥봉(玉峰),조선,1537,1582,high,최경창·이달과 함께 삼당시인으로 불림
0207,월정집,윤근수,尹根壽,자고(子固),월정(月汀)/외암(畏菴),조선,1537,1616,high,윤두수의 동생; 서인계 문신·학자
0208,대소헌일고,조종도,趙宗道,백유(伯由),대소헌(大笑軒),조선,1537,1597,high,정유재란 때 황석산성에서 순절
0209,아계유고,이산해,李山海,여수(汝受),아계(鵝溪),조선,1539,1609,high,북인계 영의정; 문장팔가의 한 사람
0210,학봉집,김성일,金誠一,사순(士純),학봉(鶴峰),조선,1538,1593,high,이황 문인; 통신사로 일본 다녀옴; 임진왜란 초기 경상우병사·초유사
0211,백곡집,정곤수,鄭崑壽,여인(汝仁),백곡(栢谷)/경음(慶陰)/조은(朝隱),조선,1538,1602,high,임진왜란 때 명나라에 원병을 청한 공으로 유명; 호 백곡(栢谷)이 0184 정탁의 별호 백곡(佰谷)과 동음이나 별개 인물
0212,각재집,하항,河沆,호원(灝源),각재(覺齋),조선,1538,1590,high,조식 문인; 진주 출신
0213,겸암집,유운룡,柳雲龍,응현(應見),겸암(謙庵),조선,1539,1601,high,유성룡의 형; 이황 문인
0214,파곡유고,이성중,李誠中,공저(公著),파곡(坡谷),조선,1539,1593,high,세종의 왕자 담양군의 후손
0215,간이집,최립,崔岦,입지(立之),동고(東皐)/간이(簡易),조선,1539,1612,high,한문 사대가의 한 사람으로 문장에 뛰어남
0216,고죽유고,최경창,崔慶昌,가운(嘉運),고죽(孤竹),조선,1539,1583,high,백광훈·이달과 함께 삼당시인으로 불림
0217,백암집,김륵,金玏,희옥(希玉),백암(栢巖),조선,1540,1616,high,이황 문인; 임진왜란 때 경상좌도관찰사
0218,동강집,김우옹,金宇顒,숙부(肅夫),동강(東岡)/직봉포의(直峰布衣),조선,1540,1603,high,조식의 문인이자 외손서; 대북계 문신·학자
0220,간재집,이덕홍,李德弘,굉중(宏仲),간재(艮齋),조선,1541,1596,high,이황 문인; 역학에 조예가 깊음
0221,사류재집,이정암,李廷馣,중훈(仲薰),사류재(四留齋)/퇴우당(退憂堂)/월당(月塘),조선,1541,1600,high,임진왜란 때 연안성 전투 승리로 유명
0222,만전집,홍가신,洪可臣,흥도(興道),만전당(晩全堂)/만전(晩全)/간옹(艮翁),조선,1541,1615,high,이순신과 교분; 이몽학의 난 진압에 공을 세움
0223,풍애집,안민학,安敏學,습지(習之)/이습(而習),풍애(楓崖)/호월당(湖月堂),조선,1542,1601,high,이이·성혼과 교유한 학자; 자를 습지에서 이습으로 개칭
0224,서애집,류성룡,柳成龍,이견(而見),서애(西厓),조선,1542,1607,high,임진왜란 시기 영의정 역임; 시호 문충(文忠)
0225,옥산시고,이우,李瑀,계헌(季獻),옥산(玉山),조선,1542,1609,high,신사임당의 아들이자 이이의 동생; 서화와 거문고에 능해 사절(四絶)로 불림
0226,고담일고,이순인,李純仁,백생(伯生)/백옥(伯玉),고담(孤潭),조선,1533,1592,high,1891년 후손이 편찬한 유고집; 임진왜란 중 피난 도중 사망
0227,한강집,정구,鄭逑,도가(道可),한강(寒岡),조선,1543,1620,high,이황과 조식 문하에서 수학; 예학에 정통한 영남 남인 학자
0228,청계집,양대박,梁大樸,사진(士眞),청계도인(靑溪道人)/청계(靑溪),조선,1543,1592,high,임진왜란 때 남원에서 의병을 일으킨 의병장; 시호 충장(忠壯). '청계'는 흔한 호라 동명이인 주의가 필요하나 문집명이 그의 저작과 정확히 일치
0229,송암집,권호문,權好文,장중(章仲),송암(松巖),조선,1532,1587,high,안동 출신 처사; 이황 문인
0230,중봉집,조헌,趙憲,여식(汝式),중봉(重峰),조선,1544,1592,high,임진왜란 의병장; 금산전투에서 순절
0231,촌은집,유희경,劉希慶,응길(應吉),촌은(村隱),조선,1545,1636,high,중인 출신 시인; 국상 때 상례 자문을 맡을 정도로 예학에 밝음
0232,이충무공전서,이순신,李舜臣,여해(汝諧),,조선,1545,1598,high,시호 충무(忠武); 널리 알려진 별도의 호는 확인되지 않음
0233,지산집,조호익,曺好益,사우(士友),지산(芝山),조선,1545,1609,high,이황 문인. 한글 발음이 같은 '지산(止山)'이라는 호를 쓴 별도 인물도 있어 혼동 주의하나 '지산집'이라는 문집명은 조호익 저작이 통설
0234,지헌집,정사성,鄭士誠,자명(子明),지헌(芝軒),조선,1545,1607,high,이황 문인; 매창집(정사신)과 함께 1821년 간행
0235,부사집,성여신,成汝信,공실(公實),부사(浮査)/야로(野老),조선,1546,1632,high,진주 출신 처사; 과거를 통한 중앙 관직 진출 없이 강학에 전념. 호 표기가 문헌에 따라 浮査/桴槎로 다르게 나타남
0236,용담집,박이장,朴而章,숙빈(叔彬),용담(龍潭)/도천(道川),조선,1547,1622,high,성주 출신 문신; 1911년 후손이 간행한 용담선생문집
0237,오리집,이원익,李元翼,공려(公勵),오리(梧里),조선,1547,1634,high,영의정 역임; 청백리로 유명
0238,사계유고,김장생,金長生,희원(希元),사계(沙溪),조선,1548,1631,high,예학의 대가; 이이·성혼 문인
0239,일송집,심희수,沈喜壽,백구(伯懼),일송(一松),조선,1548,1622,high,좌의정 역임
0240,악록집,허성,許筬,공언(功彦),악록(岳麓)/산전(山前),조선,1548,1612,high,허엽의 장남; 허봉(하곡)·허난설헌·허균의 맏형
0241,서경집,유근,柳根,회부(晦夫),서경(西坰),조선,1549,1627,high,임진왜란 때 왕을 호종; 문장가로 이름 높음
0242,지퇴당집,이정형,李廷馨,덕훈(德薰),지퇴당(知退堂)/동각(東閣),조선,1549,1607,high,임진왜란 때 활약한 문신
0243,임백호집,임제,林悌,자순(子順),백호(白湖)/풍강(楓江)/소치(嘯癡)/벽산(碧山)/겸재(謙齋),조선,1549,1587,high,호방한 풍류 문인; 39세로 요절
0244,천곡집,송상현,宋象賢,덕구(德求),천곡(泉谷),조선,1551,1592,high,동래부사; 임진왜란 때 동래성에서 순절
0245,하곡집,허봉,許篈,미숙(美叔),하곡(荷谷),조선,1551,1588,high,허엽의 아들; 허난설헌의 오빠이자 허균의 형
0246,망우집,곽재우,郭再祐,계수(季綏),망우당(忘憂堂),조선,1552,1617,high,임진왜란 때 홍의장군으로 활약한 의병장
0247,태천집,민인백,閔仁伯,백춘(伯春),태천(苔泉),조선,1552,1626,high,진안현감 역임; 정여립 모반사건 관련 기록으로도 알려짐
0248,만취집,오억령,吳億齡,대년(大年),만취(晩翠),조선,1552,1618,high,1662년 손자 오정위가 편집·간행
0250,태촌집,고상안,高尙顔,사물(思勿),태촌(泰村),조선,1553,1623,high,임진왜란 때 함창에서 의병장으로 활동; 상주 지역 기반 학자
0251,오봉집,이호민,李好閔,효언(孝彦),오봉(五峯)/남곽(南郭)/수와(睡窩),조선,1553,1634,high,임진왜란 때 명에 원병 요청 관련 외교 문서로 활약
0252,여헌집,장현광,張顯光,덕회(德晦),여헌(旅軒),조선,1554,1637,high,영남 예학·성리학의 대가
0253,백졸재유고,한응인,韓應寅,춘경(春卿),백졸재(百拙齋)/유촌(柳村),조선,1554,1614,high,정여립 모반 고변에 공을 세워 평난공신 책록; 초서에 능함
0254,손곡시집,이달,李達,익지(益之),손곡(蓀谷),조선,1539,1612,high,삼당시인(三唐詩人)의 한 사람으로 꼽히는 서얼 출신 시인; 허균·허난설헌의 스승
0255,송정집,하수일,河受一,태이(太易),송정(松亭),조선,1553,1612,high,진주 출신 문신·학자; 조식·정구 계열 남명학파와 교유
0256,검간집,조정,趙靖,안중(安中),검간(黔澗),조선,1555,1636,high,상주 출신 문신; 임진왜란 관련 일기인 진사일록 저술
0257,계은유고,이정립,李廷立,자정(子政),계은(溪隱),조선,1556,1595,high,광주(廣州) 이씨 문신; 정여립(鄭汝立)과는 성씨·이름이 유사하나 별개 인물
0258,오산집,차천로,車天輅,복원(復元),오산(五山),조선,1556,1615,high,관각문인으로 문장과 시로 이름 높았음
0259,금역당집,배용길,裵龍吉,명서(明瑞),금역당(琴易堂)/장육당(藏六堂),조선,1556,1609,high,안동 출신 유학자; 임진왜란 때 안동에서 의병 봉기
0260,백사집,이항복,李恒福,자상(子常),백사(白沙)/필운(弼雲)/청화진인(靑華眞人)/동강(東岡)/소운(素雲),조선,1556,1618,high,오성과 한음 일화의 '오성'; 영의정 역임
0261,유천유고,한준겸,韓浚謙,익지(益之),유천(柳川),조선,1557,1627,high,인조비 인열왕후의 부친; 1702년 증손이 간행
0262,운천집,김용,金涌,도원(道源),운천(雲川),조선,1557,1620,high,안동 출신 의병장; 선조의 의주 몽진을 호종한 일기(운천호종일기) 저술
0263,약봉유고,서성,徐渻,현기(玄紀),약봉(藥峯),조선,1558,1631,high,임진왜란 및 대명 외교 관련 시문 다수 수록
0264,외재집,이후경,李厚慶,여무(汝懋),외재(畏齋),조선,1558,1630,medium,정구(鄭逑)의 문인; 동일 제목 '외재집(畏齋集)'을 쓴 후대 인물 이단하(李端夏; 1625~1689)와 혼동 가능하나 문집총간 번호상 이 시기(1550년대 출생) 인물군에 부합하는 이후경을 채택함
0265,어우집,유몽인,柳夢寅,응문(應文),어우당(於于堂)/간재(艮齋)/묵호자(默好子),조선,1559,1623,high,조선 중기 문신·설화문학가; 광해군대 정치적 격변 속에 인조반정 후 처형됨
0266,창랑집,성문준,成文濬,중심(中深),창랑(滄浪),조선,1559,1626,high,성혼(成渾)의 아들; 규장각 소장본 기준 1667년 윤선거가 개편·간행. 동명이인(다른 창랑 호 인물) 가능성 낮음
0267,추탄집,오윤겸,吳允謙,여익(汝益),추탄(楸灘)/토당(土塘),조선,1559,1636,high,인조대 영의정 역임; 통신사로 일본 다녀옴
0268,창석집,이준,李埈,숙평(叔平),창석(蒼石)/유계(酉溪),조선,1560,1635,high,유성룡 문인; 상주 지역 학자
0269,선원유고,김상용,金尙容,경택(景擇),선원(仙源)/풍계(楓溪)/계옹(溪翁),조선,1561,1637,high,병자호란 때 강화도 함락 시 순절
0270,노계집,박인로,朴仁老,덕옹(德翁),노계(蘆溪)/무하옹(無何翁),조선,1561,1642,high,가사문학 대표 작가; 정철에 버금가는 시가 작가로 평가됨
0271,한음문고,이덕형,李德馨,명보(明甫),한음(漢陰)/쌍송(雙松)/포옹산인(抱雍散人),조선,1561,1613,high,임진왜란기 대명 외교 활약; 영의정 역임. 오성 이항복과의 일화(오성과 한음)로 유명
0272,추포집,황신,黃愼,사숙(思叔),추포(秋浦),조선,1560,1617,medium,생년이 문헌에 따라 1560년 또는 1562년으로 엇갈림; 성혼·이이의 문인
0273,지봉집,이수광,李睟光,윤경(潤卿),지봉(芝峯),조선,1563,1628,high,한국 최초 백과사전격 저작 지봉유설의 저자
0274,체소집,이춘영,李春英,실지(實之),체소재(體素齋),조선,1563,1606,high,성혼·정철의 문인; 몰년을 1607년으로 기록한 자료도 있음
0275,수몽집,정엽,鄭曄,시회(時晦),수몽(守夢)/설촌(雪村),조선,1563,1625,high,조선 중기 성리학자·문신
0276,난설헌시집,허초희,許楚姬,경번(景樊),난설헌(蘭雪軒),조선,1563,1589,high,여성 시인; 본명 초희; 동생은 허균(성소부부고 저자; 0292)
0277,사서집,전식,全湜,정원(淨遠),사서(沙西),조선,1563,1642,high,임진왜란 때 의병 활동; 시호 충간(忠簡)
0278,인재집,최현,崔晛,계승(季昇),인재(訒齋),조선,1563,1640,high,부제학·강원도관찰사 역임
0279,우복집,정경세,鄭經世,경임(景任),우복(愚伏)/석총도인(石潨道人),조선,1563,1633,high,류성룡 문인; 예학에 밝은 조선 중기 대표 성리학자
0280,수색집,허적,許𥛚,자하(子賀),수색(水色),조선,1563,1640,high,본관 양천; 부(賦)에 특히 뛰어남. 후대의 영의정 허적(1610~1680; 본관 양천이나 다른 인물)과 혼동 주의
0281,경당집,장흥효,張興孝,행원(行源),경당(敬堂),조선,1564,1633,high,안동 지역 성리학자; 이휘일·이현일 외조부
0282,월사집,이정귀,李廷龜,성징(聖徵),월사(月沙),조선,1564,1635,high,한문사대가(月象谿澤) 중 한 명; 좌의정 역임
0283,취흘집,유숙,柳潚,연숙(淵叔),취흘(醉吃),조선,1564,1636,high,문집명 한자가 醉屹로도 표기되나 醉吃이 원표기; 조선 중기 문신·학자
0284,농포집,정문부,鄭文孚,자허(子虛),농포(農圃),조선,1565,1624,high,임진왜란 때 함경도 의병장으로 왜군 격퇴(북관대첩)
0285,금계집,노인,魯認,공식(公識),금계(錦溪),조선,1566,1622,medium,정유재란 때 일본에 포로로 끌려갔다 명나라를 거쳐 귀환(금계일기 저자). 동명 문집인 황준량(黃俊良;1517~1563)의 금계집과 구분 필요; 문집총간 285번은 노인의 것으로 판단됨
0286,상촌고,신흠,申欽,경숙(敬叔),상촌(象村)/현헌(玄軒)/현옹(玄翁)/방옹(放翁),조선,1566,1628,high,한문사대가 중 한 명; 영의정 역임
0287,수은집,강항,姜沆,태초(太初),수은(睡隱),조선,1567,1618,high,정유재란 때 일본에 포로로 끌려가 일본 성리학(후지와라 세이카 등)에 영향을 줌; 간양록 저자
0288,현곡집,조위한,趙緯韓,지세(持世),현곡(玄谷),조선,1567,1649,high,한문소설 최척전의 저자
0289,석루유고,이경전,李慶全,중집(仲集),석루(石樓),조선,1567,1644,high,영의정 이산해의 아들
0290,제호집,양경우,梁慶遇,자점(子漸),제호(霽湖)/점역재(點易齋)/요정(蓼汀)/태암(泰巖),조선,1568,1629,medium,몰년을 미상으로 기록한 자료도 있어 1629년은 통용되는 추정치
0291,경암집,노경임,盧景任,홍중(弘仲),경암(敬菴),조선,1569,1620,medium,같은 이름의 敬庵集/敬庵私稿 등 후대 다른 인물 문집과 혼동 주의; 문집총간 291번은 노경임(1569~1620)의 것으로 판단됨(전후 수록작가 생년대와 부합)
0292,성소부부고,허균,許筠,단보(端甫),교산(蛟山)/성소(惺所)/백월거사(白月居士),조선,1569,1618,high,홍길동전의 저자; 허난설헌(0276)의 동생; 반역죄로 처형됨; 호 '학산(鶴山)'도 허균의 실제 호이나 이조(李肇) 등 다른 인물도 같은 호를 써서 시 제목만으로 구분이 안 되므로(예: 조태억의 '학산'은 이조를 가리킴) 오매칭 방지를 위해 별칭 목록에서 제외함
0293,벽오유고,이시발,李時發,양구(養久),벽오(碧梧)/후영어은(後潁漁隱),조선,1569,1626,high,조선 중기 문신; 병조판서 등 역임
0294,석주집,권필,權韠,여장(汝章),석주(石洲),조선,1569,1612,high,풍자시로 유명; 광해군의 처남을 풍자한 시로 국문 후 유배 도중 사망
0295,동계집,정온,鄭蘊,휘원(輝遠),동계(桐溪)/고고자(鼓鼓子),조선,1569,1641,high,병자호란 때 척화를 주장하며 자결을 시도한 것으로 유명
0296,남파상국집,심열,沈悅,학이(學而),남파(南坡),조선,1569,1646,medium,영의정 역임(相國은 정승을 지칭). 동일 호 '남파'를 쓴 후대 인물 홍우원(洪宇遠;1605~1687;남파문집/남파집 저자)과 구분 필요; '상국집'이라는 서명과 생몰년대가 부합하여 심열로 판단
0297,만회집,권득기,權得己,중지(重之),만회(晩悔),조선,1570,1622,high,주자 해석에 얽매이지 않은 자유로운 맹자 해석(맹자참의)으로 유명; 아들은 탄옹 권시
0298,경정집,이민성,李民宬,관보(寬甫),경정(敬亭),조선,1570,1629,high,경상도 의성 출신 문신
0299,청음집,김상헌,金尙憲,숙도(叔度),청음(淸陰),조선,1570,1652,high,병자호란 때 척화파의 상징적 인물; 안동김씨 가문 융성의 기반
0300,동악집,이안눌,李安訥,자민(子敏),동악(東岳),조선,1571,1637,high,동악시단을 이끈 조선 중기 대표 시인 중 한 명; 시호 문혜(文惠)
0301,북저집,김류,金瑬,관옥(冠玉),북저(北渚),조선,1571,1648,high,인조반정 공신(정사1등공신); 영의정 역임
0302,구원집,이춘원,李春元,원길(元吉),구원(九畹),조선,1571,1634,high,함평 이씨; 광양현감·병조참의 등 역임
0303,현주집,조찬한,趙纘韓,선술(善述),현주(玄洲),조선,1572,1631,medium,주의: 이소한(李昭漢;1598~1645;자 도장(道章))도 호가 동일한 현주(玄洲)이며 역시 현주집을 남겨 서명이 겹침. 전후 수록작가(0302 이춘원 1571생; 0304 홍서봉 1572생)의 생년대와 부합하는 조찬한(1572~1631)을 이 문집총간 303번의 저자로 판단
0304,학곡집,홍서봉,洪瑞鳳,휘세(輝世),학곡(鶴谷),조선,1572,1645,high,인조반정 공신; 영의정 역임
0305,학호집,김봉조,金奉祖,효백(孝伯),학호(鶴湖),조선,1572,1630,high,풍산 김씨; 유성룡 문인
0307,은봉전서,안방준,安邦俊,사언(士彦),은봉(隱峰)/우산(牛山),조선,1573,1654,high,의병장이자 성리학자; 죽산 안씨
0308,학천집,성여학,成汝學,학안(學顔),학천(鶴泉)/쌍천(雙泉),조선,c.1557,,medium,몰년 미상; 생년도 1555~1557 이설 있음
0309,자암집,이민환,李民寏,이장(而壯),자암(紫巖),조선,1573,1649,high,영천 이씨; 강홍립 종군 체험을 담은 책암록의 저자
0310,해봉집,홍명원,洪命元,낙부(樂夫),해봉(海峯),조선,1573,1623,high,남양 홍씨
0311,신독재유고,김집,金集,사강(士剛),신독재(愼獨齋),조선,1574,1656,high,김장생의 아들; 기호학파 예학자
0312,다산집,목대흠,睦大欽,탕경(湯卿),다산(茶山)/죽오(竹塢),조선,1575,1638,high,후대의 정약용(다산)과 동명이호이나 별도 인물; 혼동 주의
0313,죽음집,조희일,趙希逸,이숙(怡叔),죽음(竹陰)/팔봉(八峰),조선,1575,1638,high,임천 조씨
0314,만운집,정충신,鄭忠信,가행(可行),만운(晩雲),조선,1575,1636,high,생년 1575/1576 이설 있음; 조선 중기 무신
0315,소암집,임숙영,任叔英,무숙(茂淑),소암(疎庵),조선,1576,1623,high,풍천 임씨; 초명은 상(湘)
0316,화당집,신민일,申敏一,공보(功甫),화당(化堂),조선,1576,1650,high,평산 신씨
0317,청사집,고용후,高用厚,선행(善行),청사(晴沙),조선,1577,1652,high,의병장 고경명의 아들
0318,계암집,김령,金坽,자준(子峻),계암(溪巖),조선,1577,1641,high,광산 김씨; 예안 출신
0319,휴옹집,심광세,沈光世,덕현(德顯),휴옹(休翁),조선,1577,1624,high,청송 심씨
0320,후천집,황종해,黃宗海,대진(大進),후천(後川),조선,1579,1642,medium,문집명 한자표기가 자료에 따라 後川集 또는 朽淺集으로 나타남; 정구·김장생 문인; 회덕 황씨 목천 출신
0321,포저집,조익,趙翼,비경(飛卿),포저(浦渚)/존재(存齋),조선,1579,1655,high,풍양 조씨
0322,잠곡유고,김육,金堉,백후(伯厚),잠곡(潛谷),조선,1580,1658,high,대동법 시행 주도
0323,월당집,강석기,姜碩期,복이(復而),월당(月塘)/삼당(三塘),조선,1580,1643,high,소현세자빈 강씨의 부친
0324,기암집,정홍명,鄭弘溟,자용(子容),기암(畸庵)/삼치(三癡)/기옹(畸翁)/기와(畸窩),조선,1582,1650,high,정철의 아들
0325,백강집,이경여,李敬輿,직부(直夫),백강(白江)/봉암(鳳巖),조선,1585,1657,high,전주 이씨; 영의정 역임
0326,택당집,이식,李植,여고(汝固),택당(澤堂)/남궁외사(南宮外史)/택구거사(澤癯居士),조선,1584,1647,high,월상계택(月象谿澤) 4대 문장가 중 1인
0327,간송집,조임도,趙任道,덕용(德勇),간송(澗松)/간송당(澗松堂),조선,1585,1664,high,함안 조씨; 장현광 문인
0328,지천집,최명길,崔鳴吉,자겸(子謙),지천(遲川)/창랑(滄浪),조선,1586,1647,high,병자호란 주화론 대표 인물
0329,용주유고,조경,趙絅,일장(日章),용주(龍洲)/주봉(柱峯),조선,1586,1669,high,한양 조씨
0330,죽남당고,오준,吳竣,여완(汝完),죽남(竹南),조선,1587,1666,high,동복 오씨; 서예가로도 유명
0331,학사집,김응조,金應祖,효징(孝徵),학사(鶴沙)/아헌(啞軒),조선,1587,1667,high,풍산 김씨
0332,고산유고,윤선도,尹善道,약이(約而),고산(孤山)/해옹(海翁),조선,1587,1671,high,해남 윤씨; 어부사시사의 작가
0333,계곡집,장유,張維,지국(持國),계곡(谿谷)/묵소(默所),조선,1587,1638,high,덕수 장씨; 효종비 인선왕후의 부친
